Protein.IDs,flybase_gene,Entry,e02,e06,e12,e20,L1,L2,L3,L3c,p1,p2,p3,p4,p5,Ayf,Aym,Af,Am
FBtr0335156;FBtr0335157;FBtr0335155;FBtr0074795,Pmp70,M9PF96,306164999.999996,206792499.999997,174509999.999999,288632500.000002,2220449999.99998,1909300000.00002,1849350000.00003,793719999.999997,85507339.1474713,109009986.961171,229737236.961175,595934999.999996,21468501.1193624,302229999.999995,507265000.000005,507657499.999994,1476599999.99999
FBtr0074799;FBtr0074798,Nup205,Q8IQV9,2579625000.00001,3761999999.99991,4003675000.00001,3358900000.00006,2296150000,1134894999.99999,890809999.999991,123536000.000001,3858947.8446812,3858947.8446812,45208285.6925917,140385099.166076,6865566.69805241,185767000.000001,151299999.999998,174710000.000003,21752486.9611706
FBtr0303996;FBtr0074805;FBtr0303995;FBtr0074804,pico,Q8IQW0,5110306.92830134,3858947.8446812,3777269.9904068,15169137.4488524,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,16813396.5482408,5899457.73090419,4439960.8835109,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0345014;FBtr0074808;FBtr0074807;FBtr0344733;FBtr0307537,vfl,Q9VWC6,40874897.3214353,29032098.9705527,25233781.0833359,11546749.0281989,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0346378;FBtr0335137;FBtr0074809,CG12702,Q9VWC7,490284999.999999,622674999.999993,730565000.000017,724877500.000011,15206098.4357985,6551956.36259544,9718977.98376185,9560861.10771568,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,6680449.76128287,3858947.8446812
FBtr0339436;FBtr0339435;FBtr0301703;FBtr0074812,meso18E,Q9V3Z3,3858947.8446812,3858947.8446812,13818216.1018546,30269050.5305078,11521160.8984865,13421177.633459,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0309218;FBtr0074813,CG14232,Q9VWD5,146297499.999999,124490000,160745000.000002,166422500.000003,131667749.999999,102966500,130440000,124610000,94491249.9999999,111887249.999999,121912500,109481999.999999,65449070.3922852,83188194.1060249,127747500,64087999.9999998,71638999.9999993
FBtr0309217;FBtr0074814,CG14231,Q9VWD6,28487943.0023051,24752186.994047,4863147.87391241,7003060.87138299,16203905.2274272,12957348.4414041,8932127.06653931,4764070.5232117,3869294.49171837,7807608.1294856,3858947.8446812,8822506.24635406,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0074815,CoVIb,Q9VWD1,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,21541689.0778874,11950867.4735193,8303300.15509976,3858947.8446812,8823997.27488866
FBtr0332690;FBtr0074819,gig,M9PD17,37924750.0000004,56660696.8501147,58230249.9999996,62992749.9999995,29107723.922341,5286909.86036131,23733874.579842,3858947.8446812,3858947.8446812,4950004.71065127,3858947.8446812,3858947.8446812,3858947.8446812,5457060.94038513,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0074826;FBtr0074825;FBtr0332693,Su(var)3-3,Q9VW97,102713250,167980000,181677500.000004,139870000,10947275.3907291,20174688.0086058,10035975.0102148,4571314.21331672,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0074827,CG13813,Q9VW98,16762323.6727932,3858947.8446812,13536295.486019,34443260.1586564,7080648.92234062,25762563.98583,10600772.2109192,13612805.3072614,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0074829;FBtr0074828,CG6951,Q9VWA2,3858947.8446812,8834993.69797941,12497049.5212423,3858947.8446812,13220077.5680733,10275986.9867383,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,7644738.43415987,4610960.88351087,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0332771;FBtr0301126;FBtr0300813;FBtr0074830,Clc,Q9VWA1,757752499.999997,657052500.000006,759662500.000017,907189999.999996,112890241.006353,177553701.465442,54902109.3734986,708834999.999998,2155225000.00001,2095875000.00002,1998724999.99999,2339762500.00001,2364450000,1180257499.99999,771907500.00001,934117499.999995,586232500
FBtr0344228;FBtr0074838;FBtr0074837;FBtr0332775,CG6597,Q9VWB1,245830000.000003,218494999.999997,268667500,183142500.000003,105843163.991683,84250000.0000005,12882633.4578381,16065216.1251932,60158184.982566,106692034.866372,9748150.98190906,45991680.6794873,26351325.1449289,9951512.88342954,8683546.29769537,14328508.7721556,11414969.1256957
FBtr0100318;FBtr0074839,polo,P52304,9485775000.0001,10720350000,5934149999.99998,1310564999.99997,15545901.7027179,10076749.8515435,8544788.70797392,144695750.000001,16592149.9999999,117293250.000001,40009723.4226487,8285218.51528799,3858947.8446812,3858947.8446812,9838845.7819479,452817499.999993,3858947.8446812
FBtr0074840,alphaSnap,Q23983,957162499.999995,1053522500.00001,1156774999.99997,1193864999.99999,1139027500,964967499.999991,1022955000,1016110000,1041380000.00002,1125042500.00001,1251524999.99999,1219169999.99999,1397674999.99998,1478174999.99998,1716600000,1790475000.00003,1862725000.00001
FBtr0345816;FBtr0074842;FBtr0074841,Spn77Ba,Q0E8C8,22688592.5001791,3858947.8446812,3858947.8446812,8615710.88351077,478485000.000007,655237500.000004,734699999.999996,1388150000,470852499.999997,851262500.000001,1053735000,1082497500,790834999.999997,1035627500.00001,1222124999.99998,418570000.000008,415672500.000001
FBtr0074843,Spn77Bb,B9EQZ7,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,28708411.7727983,114917703.231587,124519321.522707,12549049999.9999
FBtr0074845,CG32225,E0R7Q7,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,6414907.293571,6099564.32113407,8310790.63413393,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,4887613.78641881,12825210.8835106,3858947.8446812,26481614.7834596
FBtr0074846,Pex23,Q9VWB0,3858947.8446812,13930236.803401,18274248.0091297,6311711.7217894,9675167.60941848,3858947.8446812,8649105.78208009,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0074847,FRG1,Q9VWA8,6933303.28798957,21108661.1840957,13189555.6251067,10786029.0834211,24616914.1787577,20617710.8835106,3858947.8446812,8245572.09738335,7473445.9819448,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0074849,CG17122,Q9VWA6,12086514.2805777,20530320.327308,8880682.19021427,5272903.38311635,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,10142569.6103045,46897428.365921,5514675.4035393
FBtr0074851;FBtr0306328;FBtr0306327;FBtr0074850;FBtr0308204;FBtr0302113;FBtr0306329;FBtr0306326,CG17233,Q8IQV6,6312719.55403934,3858947.8446812,15104106.3448749,18100445.7659829,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,22236830.9670003,13624009.7149182,11647658.5746,8682044.10839826,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0332694;FBtr0074855;FBtr0074853;FBtr0310468;FBtr0074854,CG6933,Q8MR04,3858947.8446812,3858947.8446812,3858947.8446812,5286667.11110262,552917500.000003,699402499.999994,906500000.000004,269187500.000002,161191574.47171,144530000,121554473.922337,54609223.9223412,133971500.000002,9275228.24608461,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0332695;FBtr0074856,CG7017,Q9VW93,3858947.8446812,5970378.04563602,3858947.8446812,6969032.45071383,86041000.0000004,74980749.999999,34696266.3607704,10803581.8142841,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,5354847.90121557,3858947.8446812
FBtr0074859,CG7298,Q7Z2C7,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,129075750.000002,150207500,144499999.999999,80499500.0000021,85601736.9611696,83949999.9999995,27301460.8835107,37658723.9223397,46622824.1198439,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0074864,CG7328,Q9VW84,49469250.0000006,66366750.0000009,58710370.445098,31990394.2023475,15944129.5664663,12602724.0364159,43385250.0000002,72299750.0000001,7474213.87740124,5471696.50889796,8209507.03331314,5334577.58157992,3858947.8446812,18355183.0921376,32058676.4004875,38896868.7570797,15752935.2726146
FBtr0332700;FBtr0074867,CG7365,Q9VW80,7782819.61630774,3858947.8446812,3858947.8446812,3858947.8446812,4425041.31777087,10084973.9223405,4707393.29517148,4689174.79772789,3858947.8446812,19097268.9422546,24047534.2942034,14203473.9223406,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,9944323.40443503
FBtr0302366;FBtr0074872,CG14184,Q9VW73,150170000,162782500.000001,218619999.999999,190355418.584943,18097984.9949887,26988578.3931916,36764814.1157647,179030000,212137500.000001,186704999.999999,173377500.000002,143262500,188767499.999999,198739999.999999,219592500.000005,118643250.000001,137232500.000002
FBtr0333877;FBtr0074875;FBtr0074874;FBtr0074873,HLH106,Q9VW37,7449974.20807736,3858947.8446812,3858947.8446812,34676801.1187088,58767500.0000005,38334788.0849184,43765477.4323803,24798889.3288278,3858947.8446812,3858947.8446812,5939913.02300038,5555677.82033497,3858947.8446812,7184795.41186059,3858947.8446812,3858947.8446812,7527236.64979487
FBtr0074880;FBtr0344256;FBtr0074879,CG15881,B5X542,361079999.999998,274857500,300214999.999999,372169999.999999,353927499.999995,355094999.999992,251850000.000003,256490000.000002,634680000.000006,485455000.000001,436157499.999995,665675000.000004,1038597499.99998,673085000.000003,521560000.000005,626254999.999992,390445000.000003
FBtr0074881,Kap-alpha1,O76521,155290000.000003,268515000.000003,482100000.000002,460169999.999997,809247500.000009,634094999.999992,636632499.999998,446225000.000001,238727499.999997,316405000.000004,287632499.999998,254440000,171690000.000001,261744999.999998,307772500.000003,237062499.999999,224367499.999997
FBtr0332726;FBtr0310476;FBtr0100666;FBtr0332153;FBtr0074882,Deaf1,M9PFP9,3858947.8446812,15081986.6612233,8438912.16375034,13332017.3424959,8920426.47077759,4938055.96263388,3858947.8446812,3858947.8446812,7350407.18859349,6821996.50160464,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0074884,kto,Q9VW47,122254999.999999,141165000.000001,202259999.999998,199167499.999998,104912500,33751470.112688,5151203.57889175,34644228.7845905,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,14783993.1782181,4893113.283672,3858947.8446812
FBtr0332147;FBtr0111108;FBtr0074889;FBtr0074888,Papss,Q7KUT8,3858947.8446812,3858947.8446812,7245276.98633626,27149580.5883998,14583861.9522853,20437002.6799722,21816354.3043641,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0074891;FBtr0074892,Prp3,Q9VW52,156719999.999998,172722500,198539999.999997,225430000.000006,86091250.0000006,63992500,22059201.7021658,63804249.9999988,73004999.9999992,108905749.999999,82078540.1998661,95991736.961171,38449585.2568045,9615601.79156056,39601926.0248306,42594705.3729813,3858947.8446812
FBtr0074893,Rpn1,Q9VW54,18569249999.9999,18517500000.0001,19222500000.0002,1.6786e+10,8791325000.00008,6926474999.9999,7198149999.99994,8498799999.99995,5972524999.99988,6859250000.00005,7806775000.00001,7118124999.99988,4450225000.00008,7166925000.00002,8511225000.00003,6771900000.00009,4774100000
FBtr0330181;FBtr0074894,CG7770,Q9VW56,1183800000.00001,1113084999.99999,1054057500,1140350000.00001,199317500.000001,195147963.640358,114628265.751093,486180000.000004,444932499.999994,495974999.999998,552885000.000004,479714999.999993,904812500.000003,488640000.000003,477825000.000007,291452500.000003,74604970.2852148
FBtr0074895,Grasp65,Q9VW57,344182500,396852499.999996,469322499.999996,492905000.000001,541620000,546932500.000003,721347500.000007,512145000.000003,1249325000.00001,1276050000.00002,1167429999.99997,926790000.000001,689542500.00001,526870000.000012,598870000.000002,339287500.000001,480725000
FBtr0331800;FBtr0074896,RhoGDI,Q9VW59,2307125000.00005,2603550000,3172924999.99997,3004775000.00005,1640500000.00002,1311450000,1488800000.00001,3805174999.99997,2459499999.99996,2483199999.99998,2925875000.00007,2578300000.00005,1619375000,2973374999.99996,2468300000.00003,2355900000.00001,1733825000.00001
FBtr0074897;FBtr0304746,Ac76E,Q9VW60,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,35944250.0000001,52464250.0000002,43560951.2257488,6029328.0790611,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,5322367.44410176,6822518.00429429
FBtr0344084;FBtr0074900;FBtr0074901,CG7646,Q9VW66,3858947.8446812,3858947.8446812,3858947.8446812,44850473.922341,201397500.000004,144555000.000001,119375752.988554,115734999.999999,67468832.6216602,133346445.693342,216832499.999999,238617083.058161,247605000.000003,356145000.000001,384807500.000009,390950000.000001,354992499.999997
FBtr0074902,Nca,P42325,149140000,167487499.999997,179202499.999997,241517500,189939999.999998,161817500,61606198.3794401,253247499.999999,116715082.866256,174392500.000001,168219999.999999,195326750.000003,394650000,428487500.000002,403277499.999998,338687499.999998,449455000.000006
FBtr0332719;FBtr0074903,Tom20,Q95RF6,704572500.000007,628369999.999998,792270000.000002,988264999.999995,1106100000,1038835000,768087499.999996,352804999.999995,491205000.000008,381585000.000001,466802499.999993,686865000.000007,580209999.999997,804772499.999989,1026685000.00001,575567500,585732499.999995
FBtr0332720;FBtr0074904,CG7668,Q9VW70,165632499.999998,201120000.000004,129347499.999999,82975581.0064273,44125396.3637889,34058722.0362224,46920884.1216412,16438475.6626464,5712583.76418467,6540054.55502482,31177560.8423457,16866460.8835106,3858947.8446812,3858947.8446812,5370578.26316384,3858947.8446812,3858947.8446812
FBtr0344085;FBtr0302049;FBtr0074909;FBtr0074908,CG7433,Q9VW68,22075750000.0005,19748250000.0004,1.785e+10,17875499999.9998,15480249999.9999,12403075000.0003,9336700000.00005,5228825000.00003,4897825000,2669374999.99998,2472999999.99999,2344625000.00004,6515525000.00001,6737050000.00002,6650074999.99992,15687000000.0001,13364999999.9998
FBtr0332723;FBtr0074910,fln,P35554,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,8548229.91795805,124879737.480566,1099230000.00001,35516249999.9996,29706749999.9993,22479749999.9999,34757249999.9998,3.3235e+10
FBtr0074915,CG8004,Q9VW58,265929999.999998,252450000.000003,206487500,186027499.999999,326675000.000001,277594999.999993,368544999.999991,242437500,258898999.999995,206589999.999998,179345000.000001,152529999.999999,383137500.000006,285075000.000001,290447500.000006,357339999.999996,405037500.000001
FBtr0074916;FBtr0074917,Su(z)12,Q9NJG9,51729250.0000004,75557000.0000005,93483749.9999999,41451106.0290356,59369724.6062302,31309550.5953964,7915005.54795883,4238558.33557927,9286526.86385594,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0074918,Mtr3,Q5BID5,163087499.999999,321697500.000001,363872500.000004,570752499.999997,459557500.000006,328860000.000001,274245000.000005,203179999.999998,3858947.8446812,3858947.8446812,30799210.883511,10621541.0977719,3858947.8446812,89849473.9223405,195172500,25421076.9005856,3858947.8446812
FBtr0332152;FBtr0302046;FBtr0074919;FBtr0100394,Mi-2,M9PIA6,1110449999.99999,2969049999.99999,5488474999.99991,4204124999.99994,1839175000.00001,868067499.999989,672667500.000005,448812499.999996,141734749.999998,388425000.000003,423254999.999993,476618749.999996,84668080.5007243,339849999.999994,380625000,265519999.999998,72354000.0000005
FBtr0344257;FBtr0302047;FBtr0074920,Su(Tpl),Q9VW51,20808437.7709626,7323924.12732175,8279837.50152498,16494014.9963514,8108038.62381148,15601951.1589248,8515766.61076598,3858947.8446812,4636235.88351085,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0308833;FBtr0074921;FBtr0308832,Rab8,O18338,107087999.999998,230695000.000002,233120000.000003,321032499.999999,168424999.999999,183962500.000002,122793000.000001,209369999.999999,38303730.4702406,27053837.3721483,131338986.961169,131086163.435021,89177726.7217851,230430000.000004,251734999.999998,221352499.999998,281487499.999997
FBtr0074922;FBtr0332154,trc,Q9NBK5,178122500,152615999.999999,175507500.000002,156654999.999998,263282499.999996,177562499.999998,164452851.362851,281437500.000005,121884000,212567500,208745000.000001,200187500.000004,138544550.349604,226342500.000003,242470000,131809999.999999,192917499.999999
FBtr0074925,Cyp305a1,Q9VW43,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,139361736.280091,159695000.000001,10597552.5967686,9531962.02380855,3858947.8446812,3858947.8446812,3858947.8446812,11545861.5843133,6653406.79784735,58916537.4671967,69025486.9611718,54119109.7934128,127515250
FBtr0333878;FBtr0074927,CG14103,Q9VW40,547670000.000008,548852499.999996,476790000.000003,471284999.999997,261357500.000004,146057700.156619,236057499.999999,275149999.999999,193164999.999999,382507500,309572499.999998,225269999.999999,93566258.0522156,147067552.184435,176745000.000002,280360000.000001,173720000.000003
FBtr0074928,CG14102,B8A3U9,16481782.8030452,14295179.8702007,25836835.9349567,16263794.8889436,8057848.54837441,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,6370064.17485334,3858947.8446812,3858947.8446812,3858947.8446812,8903912.1663695,3858947.8446812,3858947.8446812
FBtr0074933,Cpr76Bb,Q9VW03,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,7975210.8835109,16409973.9223406,1724295000.00002,27846750.0000002,20567356.9638444,6804704.49455899,3858947.8446812
FBtr0074937;FBtr0074936,Rcd7,Q8T448,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,9478479.48842429,3858947.8446812,28505929.8349661
FBtr0074938,CG9300,Q9VW10,318859999.999999,346365000,427044999.999999,579707500.000001,917722500,797692499.99999,639715000.000007,156890000.000001,3858947.8446812,7361368.30004719,3858947.8446812,17811153.2028193,3858947.8446812,3858947.8446812,9960337.72447961,90427672.2871401,5674554.3109866
FBtr0074940,CG9330,Q8SWU2,1691649999.99999,1893649999.99999,1914800000.00001,1851950000.00003,1225299999.99999,805147499.999977,831525000.000006,438957499.999995,222817500.000003,307777499.999998,431852500,421237500.000003,208945000.000002,324737500.000002,384852499.999995,549579999.999995,128606250.000001
FBtr0074941;FBtr0333272,Taf6,P49847,148515000.000001,178115000.000001,388047500,277210000.000002,96987500.0000012,46560525.768199,62003500.0000001,84883000.0000002,84653023.2261644,119277500,126897250.000001,65182835.8351794,81649250.0000003,48022862.2711245,31792995.9870989,54590040.8586833,3858947.8446812
FBtr0074942;FBtr0074944;FBtr0336786,CG9368,Q8MYU6,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,15315503.6496452,12870137.8470628,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,15272924.2370036,11914953.7325393,13442962.4891757,19084677.9937636,7821759.12976012
FBtr0074945,CG9372,Q9VW19,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,4921096.90079335,184195250.000004,143357749.999999,270480000.000004,188320000.000002,150261250.000001,234605000.000003,304225000.000002,289702500.000001,191302499.999998,169632499.999997
FBtr0074946,CG9376,Q8MTV3,15835435.6240102,25870520.0097041,7496276.21070187,6821067.40070155,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0302381;FBtr0074947,asf1,Q9V464,659374999.99999,952122500.00001,897932500.000003,727652499.99999,211347500.000002,116268500.000001,91921908.1089188,114287250,90885499.9999985,21447960.8835106,74183412.6540785,8546289.37407307,10398785.9365192,52499275.0668102,54092477.4829112,290810000.000001,3858947.8446812
FBtr0074948,ms(3)76Cc,B3DMP5,8370059.10225515,15951384.8623291,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,5302708.4092844,11013849.3794704,8365920.0785516,17087555.4744701,10997627.372314,22944167.7964871,8513043.11572297,4552727.74336638,47156722.7505624,3858947.8446812,4355399.34946713
